,Unnamed: 0,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Antal fragment,Föremålsbenämning_Translated,Föremålsnr._Translated,Andra nummer_Translated,Material_Translated,Plats_Translated,Fornlämning_Translated,Socken_Translated,Landskap_Translated
32,32,Tveeggat svärd,107827_HST,34000.0,Undernummer: Bj 750,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Tveeggat svärd - 33,https://samlingar.shm.se/object/A38BC834-6E7D-4B34-872C-7C72939F1E37,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,107827_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",Bj 750,"Stolpe, Hjalmar",1879,,Tveeggat svärd,107827_HST,Undernummer: Bj 750,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
33,33,Dubbeleggad yxa,106509_HST,3326.0,FID: 106509,Järn,Broby,,Lannaskede socken,Småland,Sverige,,,Historiska museet,Dubbeleggad yxa - 34,https://samlingar.shm.se/object/521D9D50-A222-4D6E-AB2B-4A6F7903CB27,Vapen och rustningar  Religion och kult  Arkeologisk samling,,1,800 – 1100,Vikingatid,106509_HST,,3326,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=3326,,"Plats: Broby, Socken: Lannaskede socken, Kommun: Vetlanda kommun, Landskap: Småland, Land: Sverige",,,,,1,Dubbeleggad yxa,106509_HST,FID: 106509,Järn,Broby,nan,Lannaskede socken,Småland
34,34,Svärd,106741_HST,16905.0,FID: 106741,Järn,Burge,,Lummelunda socken,Gotland,Sverige,,,Historiska museet,Svärd - 35,https://samlingar.shm.se/object/21515015-8A59-4F13-9B84-FACB558CE9DE,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,106741_HST,,16905,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=16905,,"Plats: Burge, Socken: Lummelunda socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,Svärd,106741_HST,FID: 106741,Järn,Burge,nan,Lummelunda socken,Gotland
35,35,Svärd,106758_HST,2194.0,Undernummer: 2,Järn,Ultuna kungsladugård,,Bondkyrka socken,Uppland,Sverige,,,Historiska museet,Svärd - 36,https://samlingar.shm.se/object/758C7462-DAF9-4DD4-8679-C7812ADE979A,Vapen och rustningar  Arkeologisk samling,,1,550 – 1100,Vendeltid  Vikingatid,106758_HST,,2194,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=2194,,"Plats: Ultuna kungsladugård, Socken: Bondkyrka socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige",,,,,,Svärd,106758_HST,Undernummer: 2,Järn,Ultuna kungsladugård,nan,Bondkyrka socken,Uppland
36,36,Svärd,106760_HST,14471.0,FID: 106760,Järn,Sigridsholm,,Lunda socken,Uppland,Sverige,,,Historiska museet,Svärd - 37,https://samlingar.shm.se/object/CBD5C08B-ACD8-407C-8DB0-F3F6115BF5A0,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,106760_HST,,14471,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=14471,,"Plats: Sigridsholm, Socken: Lunda socken, Kommun: Sigtuna kommun, Landskap: Uppland, Land: Sverige",,,,,,Svärd,106760_HST,FID: 106760,Järn,Sigridsholm,nan,Lunda socken,Uppland
37,37,Svärd Petersen V,107067_HST,12426.0,Undernummer: M:IV,Järn,Rösta,L1945:291,Ås socken,Jämtland,Sverige,Grav,M:IV,Historiska museet,Svärd Petersen V - 38,https://samlingar.shm.se/object/FAC5B162-EE4D-4539-9891-C775BB477E2D,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,107067_HST,,12426,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12426,,"Plats: Rösta, Fornlämning: L1945:291, Socken: Ås socken, Kommun: Krokom kommun, Landskap: Jämtland, Land: Sverige",Grav: M:IV,,,,,Svärd Petersen V,107067_HST,Undernummer: M:IV,Järn,Rösta,L1945:291,Ås socken,Jämtland
38,38,Svärd,107081_HST,25370.0,FID: 107081,Järn,Östveda,L1951:6790,Hedesunda socken,Gästrikland,Sverige,Brandgrav,,Historiska museet,Svärd - 39,https://samlingar.shm.se/object/100D9D5B-D320-4E88-A052-AF616BB9C91A,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,107081_HST,,25370,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=25370,,"Plats: Östveda, Fornlämning: L1951:6790, Fastighet: Östveda 1:2, Socken: Hedesunda socken, Kommun: Gävle kommun, Landskap: Gästrikland, Land: Sverige",Brandgrav,,,,,Svärd,107081_HST,FID: 107081,Järn,Östveda,L1951:6790,Hedesunda socken,Gästrikland
39,39,Tveeggat svärd,107082_HST,18780.0,Undernummer: 2,Järn,Norra Åbyggeby,L1951:3125,Hille socken,Gästrikland,Sverige,Grav,2,Historiska museet,Tveeggat svärd - 40,https://samlingar.shm.se/object/AF798231-3D39-4CA6-8136-217FE45A6676,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,107082_HST,,18780,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18780,,"Plats: Norra Åbyggeby, Fornlämning: L1951:3125, Socken: Hille socken, Kommun: Gävle kommun, Landskap: Gästrikland, Land: Sverige",Grav: 2,,,,,Tveeggat svärd,107082_HST,Undernummer: 2,Järn,Norra Åbyggeby,L1951:3125,Hille socken,Gästrikland
40,40,Tveeggat svärd,107083_HST,12572.0,FID: 107083,Järn,Yttermyra,,Ovansjö socken,Gästrikland,Sverige,,,Historiska museet,Tveeggat svärd - 41,https://samlingar.shm.se/object/E4987403-CD5A-4574-87DD-58A59A6C28AF,Vapen och rustningar  Arkeologisk samling,Längd 98.5 cm  Bredd 15 cm,1,800 – 1100,Vikingatid,107083_HST,,12572,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12572,,"Plats: Yttermyra, Socken: Ovansjö socken, Kommun: Sandviken kommun, Landskap: Gästrikland, Land: Sverige",,,,,,Tveeggat svärd,107083_HST,FID: 107083,Järn,Yttermyra,nan,Ovansjö socken,Gästrikland
41,41,Svärd,107084_HST,,FID: 107084,Järn,,,,,Sverige,,,Historiska museet,Svärd - 42,https://samlingar.shm.se/object/1BD79EDF-3F9B-4FBB-A3D1-C4DEC6566C07,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,107084_HST,,,,,Land: Sverige,,,,,,Svärd,107084_HST,FID: 107084,Järn,nan,nan,nan,nan
42,42,Svärd,145676_HST,6214.0,FID: 145676,Silver,Ätran,,Falkenberg socken,Halland,Sverige,,,Historiska museet,Svärd - 43,https://samlingar.shm.se/object/71A0DFE9-5D5D-438D-B10D-AA27A0A7CCCD,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,145676_HST,,6214,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=6214,Gåva,"Plats: Ätran, Socken: Falkenberg socken, Kommun: Falkenberg kommun, Landskap: Halland, Land: Sverige",,,,,,Svärd,145676_HST,FID: 145676,Silver,Ätran,nan,Falkenberg socken,Halland
43,43,Miniatyr spjutspets,181770_HST,34000.0,Undernummer: Bj 944,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,944,Historiska museet,Miniatyr spjutspets - 44,https://samlingar.shm.se/object/8819C0E5-E688-4924-8AB2-97973A656DF7,Religion och kult  Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,181770_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 944",Bj 944,"Stolpe, Hjalmar",1881,1,Miniatyr spjutspets,181770_HST,Undernummer: Bj 944,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
44,44,Pilspets,106521_HST,34000.0,Undernummer: Bj 977,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,977,Historiska museet,Pilspets - 45,https://samlingar.shm.se/object/7843765A-36A6-4F6B-940C-4BF8895ACF03,Vapen och rustningar  Arkeologisk samling,,17,800 – 1100,Vikingatid,106521_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 977",Bj 977,"Stolpe, Hjalmar",1881,,Pilspets,106521_HST,Undernummer: Bj 977,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
45,45,Svärd,106738_HST,20263.0,FID: 106738,Järn,Broa,L1976:1548,Halla socken,Gotland,Sverige,,,Historiska museet,Svärd - 46,https://samlingar.shm.se/object/41252011-0F47-4F96-BB12-AA6836FB91C6,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,106738_HST,,20263,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20263,,"Plats: Broa, Fornlämning: L1976:1548, Socken: Halla socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,Svärd,106738_HST,FID: 106738,Järn,Broa,L1976:1548,Halla socken,Gotland
46,46,Tveeggat svärd,107078_HST,11097.0,FID: 107078,Järn,Oljonsbyn,,Orsa socken,Dalarna,Sverige,,,Historiska museet,Tveeggat svärd - 47,https://samlingar.shm.se/object/AA5DEF92-F4F2-415B-9692-23A3080DA041,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,107078_HST,,11097,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=11097,,"Plats: Oljonsbyn, Socken: Orsa socken, Kommun: Orsa kommun, Landskap: Dalarna, Land: Sverige",,,,,,Tveeggat svärd,107078_HST,FID: 107078,Järn,Oljonsbyn,nan,Orsa socken,Dalarna
47,47,Tveeggat svärd,107080_HST,14623.0,Undernummer: 1,Järn,Bjärge,,Vallstena socken,Gotland,Sverige,,,Historiska museet,Tveeggat svärd - 48,https://samlingar.shm.se/object/4C210E52-0EFB-45CC-BD2F-461ADB58CC67,Vapen och rustningar  Arkeologisk samling,Längd 94 cm  Bredd 8 cm,1,800 – 1100,Vikingatid,107080_HST,,14623,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=14623,,"Plats: Bjärge, Socken: Vallstena socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,Tveeggat svärd,107080_HST,Undernummer: 1,Järn,Bjärge,nan,Vallstena socken,Gotland
48,48,Tveeggat svärd,107087_HST,6001.0,FID: 107087,Järn,Altuna åbotten,,Altuna socken,Uppland,Sverige,,,Historiska museet,Tveeggat svärd - 49,https://samlingar.shm.se/object/F36E08BC-1A64-4989-A579-FF261D5DDA70,Vapen och rustningar  Arkeologisk samling,Längd 914 mm  Bredd 93 mm,1,800 – 1100,Vikingatid,107087_HST,,6001,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=6001,,"Plats: Altuna åbotten, Socken: Altuna socken, Kommun: Enköping kommun, Landskap: Uppland, Land: Sverige",,,,,,Tveeggat svärd,107087_HST,FID: 107087,Järn,Altuna åbotten,nan,Altuna socken,Uppland
49,49,Svärd Petersen H/I,107089_HST,19380.0,FID: 107089,Järn,Skuttunge,,Skuttunge socken,Uppland,Sverige,,,Historiska museet,Svärd Petersen H/I - 50,https://samlingar.shm.se/object/29BADA5A-489F-4956-AD84-B55D82FFC4A8,Vapen och rustningar  Arkeologisk samling,Längd 760 mm  Bredd 100 mm,1,800 – 1100,Vikingatid,107089_HST,,19380,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=19380,,"Plats: Skuttunge, Fastighet: Skuttunge nr 1, Socken: Skuttunge socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige",,,,,,Svärd Petersen H/I,107089_HST,FID: 107089,Järn,Skuttunge,nan,Skuttunge socken,Uppland
50,50,Spjut,123305_HST,34000.0,Undernummer: Bj 834,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,834,Historiska museet,Spjut - 51,https://samlingar.shm.se/object/6B6404B7-E15C-4342-A311-AD955D3A35E9,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,123305_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 834",Bj 834,"Stolpe, Hjalmar",1879,,Spjut,123305_HST,Undernummer: Bj 834,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
51,51,Piksporre,181399_HST,34000.0,Undernummer: Bj 736,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,736,Historiska museet,Piksporre - 52,https://samlingar.shm.se/object/56A8449C-8675-4DF2-8FDB-F9447237E3AC,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,181399_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Hög, Grav: 736",Bj 736,"Stolpe, Hjalmar",1879,2,Piksporre,181399_HST,Undernummer: Bj 736,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
52,52,Sporre,181400_HST,34000.0,Undernummer: Bj 708,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,708,Historiska museet,Sporre - 53,https://samlingar.shm.se/object/8457E650-F9F6-4F36-B29A-58F331641334,Vapen och rustningar  Arkeologisk samling,,2,800 – 1100,Vikingatid,181400_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 708",Bj 708,"Stolpe, Hjalmar",1879,3,Sporre,181400_HST,Undernummer: Bj 708,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
53,53,Svärd Petersen E,181290_HST,8276.0,FID: 181290,Järn,Vik,L1951:8901,Järvsö socken,Hälsingland,Sverige,,,Historiska museet,Svärd Petersen E - 54,https://samlingar.shm.se/object/AFD0CCF1-9161-42D2-8A89-270C199AEBCD,Vapen och rustningar  Arkeologisk samling,Längd 99 cm  Bredd 10 cm,1,800 – 1100,Vikingatid,181290_HST,,8276,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=8276,,"Plats: Vik, Fornlämning: L1951:8901, Fastighet: Vik nr 4, Socken: Järvsö socken, Kommun: Ljusdal kommun, Landskap: Hälsingland, Land: Sverige",,,,,,Svärd Petersen E,181290_HST,FID: 181290,Järn,Vik,L1951:8901,Järvsö socken,Hälsingland
54,54,Rundsköld,181493_HST,34000.0,Undernummer: Bj 581,"Järn, Textil","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,581,Historiska museet,Rundsköld - 55,https://samlingar.shm.se/object/B6B56454-0844-4251-AF25-78D5FF210DE7,Vapen och rustningar  Arkeologisk samling,Diameter 135 mm  Höjd 63 mm,1,800 – 1100,Vikingatid,181493_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 581",Bj 581,"Stolpe, Hjalmar",1878,,Rundsköld,181493_HST,Undernummer: Bj 581,"Järn, Textil","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
55,55,Svärd Petersen H/I,181494_HST,34000.0,Undernummer: Bj 850,"Järn, Mässing","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,850,Historiska museet,Svärd Petersen H/I - 56,https://samlingar.shm.se/object/0C52CFB3-6CD5-40A4-BE78-B33BD45AD7F4,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,181494_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 850",Bj 850,"Stolpe, Hjalmar",,2,Svärd Petersen H/I,181494_HST,Undernummer: Bj 850,"Järn, Mässing","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
56,56,Spjut,181496_HST,34000.0,Undernummer: Bj 1098,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,1098,Historiska museet,Spjut - 57,https://samlingar.shm.se/object/16885CB4-3C86-4099-BF2A-B13F71DD90CB,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,181496_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Flatmarksgrav: 1098",Bj 1098,"Stolpe, Hjalmar",1881,,Spjut,181496_HST,Undernummer: Bj 1098,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
57,57,Svärd,106754_HST,14146.0,FID: 106754,Järn,Linga,L2017:50,Överjärna socken,Södermanland,Sverige,,,Historiska museet,Svärd - 58,https://samlingar.shm.se/object/6F9E77CA-4576-4692-9F02-C9609AA3B9E0,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,106754_HST,,14146,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=14146,,"Plats: Linga, Fornlämning: L2017:50, Socken: Överjärna socken, Kommun: Södertälje kommun, Landskap: Södermanland, Land: Sverige",,,,,,Svärd,106754_HST,FID: 106754,Järn,Linga,L2017:50,Överjärna socken,Södermanland
58,58,Tveeggat svärd,107077_HST,33136.0,FID: 107077,Järn,,,,Okänt landskap,Sverige,,,Historiska museet,Tveeggat svärd - 59,https://samlingar.shm.se/object/CE5A5104-17C2-4D47-BEF1-69FEAA8F9A4E,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,107077_HST,,33136,,,"Landskap: Okänt landskap, Land: Sverige",,,,,,Tveeggat svärd,107077_HST,FID: 107077,Järn,nan,nan,nan,Okänt landskap
59,59,Tveeggat svärd,107079_HST,2363.0,FID: 107079,Järn,Granthe (Tingstäde?),,Hejnum socken,Gotland,Sverige,,,Historiska museet,Tveeggat svärd - 60,https://samlingar.shm.se/object/A2FDB61B-71FE-408B-BC4E-9DAA4A2B159F,Vapen och rustningar  Arkeologisk samling,Längd 95 cm  Bredd 10 cm,1,800 – 1100,Vikingatid,107079_HST,,2363,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=2363,,"Plats: Granthe (Tingstäde?), Socken: Hejnum socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,Tveeggat svärd,107079_HST,FID: 107079,Järn,Granthe (Tingstäde?),nan,Hejnum socken,Gotland
60,60,Tveeggat svärd,107086_HST,12634.0,Fyndnummer: 12,Järn,Enehagen,,Värnamo socken,Småland,Sverige,Hög,12,Historiska museet,Tveeggat svärd - 61,https://samlingar.shm.se/object/FA475F89-D094-49EA-B4A2-FC4E0D0DB3A4,Arkeologisk samling  Vapen och rustningar,Längd 83 cm  Bredd 11 cm,1,800 – 1100,Vikingatid,107086_HST,,12634,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12634,,"Plats: Enehagen, Socken: Värnamo socken, Kommun: Värnamo kommun, Landskap: Småland, Land: Sverige",Hög: 12,,,,,Tveeggat svärd,107086_HST,Fyndnummer: 12,Järn,Enehagen,nan,Värnamo socken,Småland
61,61,Svärd,107088_HST,7915.0,FID: 107088,Järn,Bärby,,Funbo socken,Uppland,Sverige,,,Historiska museet,Svärd - 62,https://samlingar.shm.se/object/29760862-0E82-482B-8354-174A4099A147,Vapen och rustningar  Arkeologisk samling,Längd 68.5 cm  Bredd 6.4 cm,1,800 – 1100,Vikingatid,107088_HST,,7915,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=7915,,"Plats: Bärby, Socken: Funbo socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige",,,,,,Svärd,107088_HST,FID: 107088,Järn,Bärby,nan,Funbo socken,Uppland
62,62,Svärd Petersen Z,107495_HST,22293.0,Undernummer: 2,Järn,Bengtsarvet och Häradsarvet,L2000:9040,Sollerön socken,Dalarna,Sverige,Hög,2,Historiska museet,Svärd Petersen Z - 63,https://samlingar.shm.se/object/B1C793CC-B1CD-47D8-AC84-F5540575ED93,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,107495_HST,,22293,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=22293,,"Plats: Bengtsarvet och Häradsarvet, Fornlämning: L2000:9040, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Hög: 2,,,,,Svärd Petersen Z,107495_HST,Undernummer: 2,Järn,Bengtsarvet och Häradsarvet,L2000:9040,Sollerön socken,Dalarna
63,63,Svärd,108006_HST,20550.0,Undernummer: 172,Järn,Stora och Lilla Ihre,L1977:9578,Hellvi socken,Gotland,Sverige,,,Historiska museet,Svärd - 64,https://samlingar.shm.se/object/F4249876-B897-48F4-8DC0-063066D2E4FD,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,108006_HST,,20550,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20550,,"Plats: Stora och Lilla Ihre, Fornlämning: L1977:9578, Socken: Hellvi socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,3,Svärd,108006_HST,Undernummer: 172,Järn,Stora och Lilla Ihre,L1977:9578,Hellvi socken,Gotland
